iteration,amplitude_in,amplitude_next,ip_a,ip_error_a,ip_error_rel,bootstrap_change_rel,q_change_rel,amplitude_change_rel,converged,artifact_dir,eqdsk_path
0,1.0,1.0,752667.4689,-1240.8331000000471,0.0016458674041767577,,,0.0,False,/pscratch/sd/j/joeschm/cheaseBS_runs/20260923/20260923_10-24-17-129015_omt_0.700/iteration_00/artifacts,/pscratch/sd/j/joeschm/cheaseBS_runs/20260923/20260923_10-24-17-129015_omt_0.700/iteration_00/artifacts/EQDSK_COCOS_02_POS_SOURCE_SIGNS.OUT
1,1.0,1.0,752747.181,-1161.1210000000428,0.0015401355800430524,0.00012166552867784673,0.0001528436545070676,0.0,True,/pscratch/sd/j/joeschm/cheaseBS_runs/20260923/20260923_10-24-17-129015_omt_0.700/iteration_01/artifacts,/pscratch/sd/j/joeschm/cheaseBS_runs/20260923/20260923_10-24-17-129015_omt_0.700/iteration_01/artifacts/EQDSK_COCOS_02_POS_SOURCE_SIGNS.OUT
