   FROM CHEASE,SI UNITS,COCOS=2, IP,B0>020260925   3 513 513
 1.361945010E+00 2.443413960E+00 8.500000240E-01 1.427304047E-01-6.323755147E-03
 9.430445796E-01-6.323755147E-03-6.864468261E-02 0.000000000E+00 -4.87488985E-01
 7.440705163E+05-6.864468261E-02 0.000000000E+00 9.430445796E-01 0.000000000E+00
-7.128949315E-02-7.181874458E-02-7.233966064E-02-7.285121733E-02-7.335238096E-02
-7.384202149E-02-7.431897890E-02-7.478210185E-02-7.523023749E-02-7.566215433E-02
-7.607658544E-02-7.647227298E-02-7.684796293E-02-7.720233236E-02-7.753401053E-02
-7.784163551E-02-7.812385320E-02-7.837925767E-02-7.860638453E-02-7.880377656E-02
-7.896998645E-02-7.910351121E-02-7.920274033E-02-7.926606278E-02-7.929187918E-02
-7.927852365E-02-7.922409696E-02-7.912666545E-02-7.898430938E-02-7.879507623E-02
-7.855674248E-02-7.826699284E-02-7.792352834E-02-7.752406854E-02-7.706638027E-02
-7.654826893E-02-7.596755601E-02-7.532206262E-02-7.460880996E-02-7.382364732E-02
-7.296235817E-02-7.202075537E-02-7.099491527E-02-6.988170072E-02-6.867814981E-02
-6.738132124E-02-6.598900518E-02-6.450489338E-02-6.293555905E-02-6.128755189E-02
-5.956762598E-02-5.779026904E-02-5.597900203E-02-5.415771006E-02-5.235011847E-02
-5.057971043E-02-4.886955690E-02-4.724252666E-02-4.572133662E-02-4.432932330E-02
-4.309704318E-02-4.205895070E-02-4.124931734E-02-4.070164969E-02-4.041643353E-02
-4.034310781E-02-4.042702304E-02-4.061388445E-02-4.087717826E-02-4.132993697E-02
-4.212862045E-02-4.342869694E-02-4.537816108E-02-4.796641407E-02-5.102036014E-02
-5.436053355E-02-5.780861092E-02-6.115924793E-02-6.410686769E-02-6.632494928E-02
-6.748903865E-02-6.729616554E-02-6.578805700E-02-6.329930146E-02-6.017185061E-02
-5.674550406E-02-5.328882926E-02-4.984038245E-02-4.639138718E-02-4.293312147E-02
-3.945895153E-02-3.600019406E-02-3.262150186E-02-2.938828740E-02-2.636556096E-02
-2.359893009E-02-2.105968272E-02-1.870125222E-02-1.647735502E-02-1.434451057E-02
-1.233409556E-02-1.056240089E-02-9.149658062E-03-8.215372476E-03-7.839427350E-03
-7.869748726E-03-8.069909095E-03-8.204760094E-03-8.041430873E-03-7.438328963E-03
-6.421199971E-03-5.033691603E-03-3.319194124E-03-1.317381964E-03 9.759687774E-04
 3.594938700E-03 6.573989392E-03 9.947379284E-03
-9.884628965E+04-9.880852775E+04-9.879288632E+04-9.878088292E+04-9.877086053E+04
-9.876314825E+04-9.875626602E+04-9.875007996E+04-9.874749308E+04-9.877249410E+04
-9.879915593E+04-9.882465501E+04-9.884969000E+04-9.887858134E+04-9.890694208E+04
-9.893438685E+04-9.896096827E+04-9.898876805E+04-9.901582140E+04-9.904216163E+04
-9.906784667E+04-9.909303566E+04-9.911767380E+04-9.914175151E+04-9.916530505E+04
-9.918833922E+04-9.921091623E+04-9.923302774E+04-9.925489801E+04-9.927671978E+04
-9.929832714E+04-9.931952541E+04-9.934041920E+04-9.936143045E+04-9.938215657E+04
-9.940256032E+04-9.942265021E+04-9.944238735E+04-9.946183542E+04-9.948103261E+04
-9.949996646E+04-9.951863751E+04-9.953706002E+04-9.955525924E+04-9.957332526E+04
-9.959131617E+04-9.960917727E+04-9.962679887E+04-9.964444467E+04-9.966223845E+04
-9.968000701E+04-9.969746497E+04-9.971504368E+04-9.973320417E+04-9.975134223E+04
-9.976926548E+04-9.978729130E+04-9.980603953E+04-9.982507308E+04-9.984371765E+04
-9.986289398E+04-9.988287945E+04-9.990307591E+04-9.992317853E+04-9.994343792E+04
-9.996475545E+04-9.998658459E+04-1.000078875E+05-1.000297476E+05-1.000527457E+05
-1.000758048E+05-1.000988043E+05-1.001223770E+05-1.001466613E+05-1.001714828E+05
-1.001963353E+05-1.002214011E+05-1.002478027E+05-1.002750479E+05-1.003016220E+05
-1.003286887E+05-1.003579965E+05-1.003878854E+05-1.004168469E+05-1.004468905E+05
-1.004791645E+05-1.005116275E+05-1.005435956E+05-1.005771155E+05-1.006125961E+05
-1.006481531E+05-1.006836856E+05-1.007210576E+05-1.007602727E+05-1.007995734E+05
-1.008391235E+05-1.008807724E+05-1.009243784E+05-1.009680590E+05-1.010120130E+05
-1.010583839E+05-1.011071430E+05-1.011559495E+05-1.012046912E+05-1.012561337E+05
-1.013108784E+05-1.013658946E+05-1.014200177E+05-1.014765913E+05-1.015377730E+05
-1.016005749E+05-1.016621854E+05-1.017249043E+05-1.017919419E+05-1.018622527E+05
-1.019329868E+05-1.020041101E+05-1.020777670E+05-1.021548596E+05-1.022345299E+05
-1.023159906E+05-1.023989409E+05-1.024834034E+05-1.025707434E+05-1.026625669E+05
-1.027576975E+05-1.028529953E+05-1.029481569E+05-1.030474131E+05-1.031538392E+05
-1.032646004E+05-1.033758067E+05-1.034875427E+05-1.036024009E+05-1.037219759E+05
-1.038461834E+05-1.039745421E+05-1.041053667E+05-1.042367796E+05-1.043700697E+05
-1.045094348E+05-1.046572473E+05-1.048103466E+05-1.049649252E+05-1.051208394E+05
-1.052803160E+05-1.054451719E+05-1.056162598E+05-1.057940817E+05-1.059770615E+05
-1.061624651E+05-1.063494595E+05-1.065413880E+05-1.067417828E+05-1.069505591E+05
-1.071653733E+05-1.073841882E+05-1.076058369E+05-1.078294490E+05-1.080565550E+05
-1.082907434E+05-1.085345467E+05-1.087856616E+05-1.090405010E+05-1.092970071E+05
-1.095553493E+05-1.098159953E+05-1.100806074E+05-1.103515042E+05-1.106299958E+05
-1.109140801E+05-1.112011227E+05-1.114896508E+05-1.117797417E+05-1.120716741E+05
-1.123667391E+05-1.126668337E+05-1.129732394E+05-1.132845801E+05-1.135987732E+05
-1.139144423E+05-1.142316316E+05-1.145505725E+05-1.148718508E+05-1.151964369E+05
-1.155252096E+05-1.158579766E+05-1.161938931E+05-1.165321929E+05-1.168725550E+05
-1.172148192E+05-1.175588968E+05-1.179049349E+05-1.182531287E+05-1.186037404E+05
-1.189571812E+05-1.193138680E+05-1.196737602E+05-1.200361329E+05-1.204002275E+05
-1.207656611E+05-1.211324688E+05-1.215007190E+05-1.218707089E+05-1.222429357E+05
-1.226178649E+05-1.229955086E+05-1.233755475E+05-1.237576665E+05-1.241416455E+05
-1.245273269E+05-1.249145598E+05-1.253032346E+05-1.256932670E+05-1.260846061E+05
-1.264775374E+05-1.268725419E+05-1.272700558E+05-1.276700541E+05-1.280722297E+05
-1.284762846E+05-1.288820366E+05-1.292893826E+05-1.296982260E+05-1.301085290E+05
-1.305202997E+05-1.309335495E+05-1.313483346E+05-1.317647547E+05-1.321829115E+05
-1.326029723E+05-1.330251866E+05-1.334498036E+05-1.338768486E+05-1.343059623E+05
-1.347367513E+05-1.351689586E+05-1.356026700E+05-1.360380243E+05-1.364751268E+05
-1.369139476E+05-1.373544222E+05-1.377965131E+05-1.382403765E+05-1.386862533E+05
-1.391343754E+05-1.395848725E+05-1.400377952E+05-1.404931897E+05-1.409510046E+05
-1.414110524E+05-1.418731377E+05-1.423371336E+05-1.428030987E+05-1.432711231E+05
-1.437412933E+05-1.442136800E+05-1.446883468E+05-1.451653524E+05-1.456446763E+05
-1.461262317E+05-1.466099323E+05-1.470958941E+05-1.475846209E+05-1.480766552E+05
-1.485724187E+05-1.490717418E+05-1.495742701E+05-1.500796672E+05-1.505878412E+05
-1.510989044E+05-1.516129741E+05-1.521301503E+05-1.526504957E+05-1.531740670E+05
-1.537009213E+05-1.542311219E+05-1.547647346E+05-1.553018247E+05-1.558424824E+05
-1.563868313E+05-1.569349964E+05-1.574870739E+05-1.580430276E+05-1.586027829E+05
-1.591662803E+05-1.597338342E+05-1.603061470E+05-1.608839323E+05-1.614676983E+05
-1.620571579E+05-1.626518298E+05-1.632512529E+05-1.638553234E+05-1.644642918E+05
-1.650784211E+05-1.656979470E+05-1.663229969E+05-1.669536685E+05-1.675900587E+05
-1.682322851E+05-1.688804888E+05-1.695348110E+05-1.701953933E+05-1.708623855E+05
-1.715359396E+05-1.722162062E+05-1.729033489E+05-1.735975553E+05-1.742990142E+05
-1.750079120E+05-1.757244343E+05-1.764487651E+05-1.771810864E+05-1.779215924E+05
-1.786705236E+05-1.794281286E+05-1.801946531E+05-1.809703132E+05-1.817552879E+05
-1.825497523E+05-1.833539170E+05-1.841683460E+05-1.849937935E+05-1.858310085E+05
-1.866805555E+05-1.875423522E+05-1.884161722E+05-1.893017947E+05-1.901992489E+05
-1.911089615E+05-1.920313910E+05-1.929669863E+05-1.939161058E+05-1.948790358E+05
-1.958560582E+05-1.968474435E+05-1.978534014E+05-1.988741158E+05-1.999097688E+05
-2.009604952E+05-2.020262734E+05-2.031070493E+05-2.042027689E+05-2.053133732E+05
-2.064387932E+05-2.075789591E+05-2.087338034E+05-2.099033109E+05-2.110875272E+05
-2.122865009E+05-2.135002825E+05-2.147289591E+05-2.159726449E+05-2.172314543E+05
-2.185055026E+05-2.197949233E+05-2.210998593E+05-2.224204522E+05-2.237568473E+05
-2.251092198E+05-2.264777552E+05-2.278626374E+05-2.292640555E+05-2.306822286E+05
-2.321173832E+05-2.335697438E+05-2.350395431E+05-2.365270487E+05-2.380325345E+05
-2.395562723E+05-2.410985453E+05-2.426596776E+05-2.442399995E+05-2.458398382E+05
-2.474595296E+05-2.490994391E+05-2.507599347E+05-2.524413816E+05-2.541441670E+05
-2.558687447E+05-2.576155770E+05-2.593851220E+05-2.611778304E+05-2.629941381E+05
-2.648344754E+05-2.666992692E+05-2.685888752E+05-2.705034374E+05-2.724430580E+05
-2.744078382E+05-2.763978871E+05-2.784133436E+05-2.804543523E+05-2.825210567E+05
-2.846136609E+05-2.867326462E+05-2.888785679E+05-2.910519770E+05-2.932534478E+05
-2.954837127E+05-2.977435590E+05-3.000337681E+05-3.023551293E+05-3.047085489E+05
-3.070949888E+05-3.095154043E+05-3.119707510E+05-3.144620870E+05-3.169905427E+05
-3.195572422E+05-3.221633035E+05-3.248099053E+05-3.274982945E+05-3.302297126E+05
-3.330053930E+05-3.358266466E+05-3.386949299E+05-3.416117045E+05-3.445784217E+05
-3.475966426E+05-3.506682961E+05-3.537953716E+05-3.569798442E+05-3.602237576E+05
-3.635296502E+05-3.669002339E+05-3.703382021E+05-3.738462111E+05-3.774266521E+05
-3.810817186E+05-3.848135845E+05-3.886244430E+05-3.925182784E+05-3.965016907E+05
-4.005814436E+05-4.047642537E+05-4.090557444E+05-4.134581095E+05-4.179728419E+05
-4.226014240E+05-4.273446819E+05-4.321980910E+05-4.371545183E+05-4.422068598E+05
-4.473478600E+05-4.525640700E+05-4.578348047E+05-4.631390988E+05-4.684561278E+05
-4.737662153E+05-4.790528964E+05-4.843004015E+05-4.894930657E+05-4.946129855E+05
-4.996199503E+05-5.044615478E+05-5.090855760E+05-5.134408358E+05-5.175165751E+05
-5.213645316E+05-5.250415085E+05-5.286039402E+05-5.320234871E+05-5.348430916E+05
-5.364727620E+05-5.363262574E+05-5.338384287E+05-5.288695123E+05-5.217155648E+05
-5.126907555E+05-5.021072616E+05-4.904067416E+05-4.785021501E+05-4.674074965E+05
-4.581303765E+05-4.516160069E+05-4.478155848E+05-4.458357040E+05-4.447612927E+05
-4.436830421E+05-4.418915827E+05-4.393237876E+05-4.360492954E+05-4.321373152E+05
-4.276514835E+05-4.225591455E+05-4.167430303E+05-4.100836621E+05-4.024623017E+05
-3.937810322E+05-3.840208177E+05-3.731818035E+05-3.612641372E+05-3.482704943E+05
-3.342782262E+05-3.194494322E+05-3.039498848E+05-2.879443590E+05-2.715929284E+05
-2.550326260E+05-2.383915302E+05-2.217969409E+05-2.053759539E+05-1.893121483E+05
-1.738940324E+05-1.594198967E+05-1.461862623E+05-1.344856904E+05-1.245812060E+05
-1.167152518E+05-1.111284687E+05-1.080600800E+05
 1.560345245E-02 1.546083953E-02 1.531844072E-02 1.517628825E-02 1.503437396E-02
 1.489269693E-02 1.475125738E-02 1.461005529E-02 1.446909073E-02 1.432836392E-02
 1.418787523E-02 1.404762518E-02 1.390761443E-02 1.376784378E-02 1.362831418E-02
 1.348902672E-02 1.334998264E-02 1.321118336E-02 1.307263043E-02 1.293432550E-02
 1.279627006E-02 1.265846551E-02 1.252091343E-02 1.238361557E-02 1.224657384E-02
 1.210979040E-02 1.197326789E-02 1.183700695E-02 1.170099732E-02 1.156521981E-02
 1.142965458E-02 1.129428321E-02 1.115908805E-02 1.102405166E-02 1.088915695E-02
 1.075438759E-02 1.061972811E-02 1.048516389E-02 1.035068114E-02 1.021626694E-02
 1.008190927E-02 9.947596947E-03 9.813319709E-03 9.679068183E-03 9.544833920E-03
 9.410609209E-03 9.276386630E-03 9.142159322E-03 9.007921374E-03 8.873667887E-03
 8.739394959E-03 8.605099699E-03 8.470780271E-03 8.336435907E-03 8.202066886E-03
 8.067674541E-03 7.933261295E-03 7.798830625E-03 7.664386615E-03 7.529935256E-03
 7.395493524E-03 7.261093760E-03 7.126772248E-03 6.992564672E-03 6.858506667E-03
 6.724634166E-03 6.590983269E-03 6.457590171E-03 6.324491142E-03 6.191722536E-03
 6.059321196E-03 5.927325298E-03 5.795773723E-03 5.664705374E-03 5.534159117E-03
 5.404173810E-03 5.274788412E-03 5.146042250E-03 5.017974861E-03 4.890625754E-03
 4.764034347E-03 4.638239916E-03 4.513282559E-03 4.389205844E-03 4.266055504E-03
 4.143877018E-03 4.022714670E-03 3.902612590E-03 3.783630281E-03 3.665862995E-03
 3.549416732E-03 3.434392199E-03 3.320884719E-03 3.208984942E-03 3.098780710E-03
 2.990361693E-03 2.883816290E-03 2.779227457E-03 2.676672259E-03 2.576222090E-03
 2.477943080E-03 2.381896863E-03 2.288139912E-03 2.196722924E-03 2.107690684E-03
 2.021082399E-03 1.936935645E-03 1.855291102E-03 1.776186158E-03 1.699651283E-03
 1.625710225E-03 1.554380645E-03 1.485674865E-03 1.419595728E-03 1.356128331E-03
 1.295248080E-03 1.236926907E-03 1.181135254E-03 1.127847295E-03 1.077039530E-03
 1.028685674E-03 9.827561236E-04 9.392186507E-04 8.980392073E-04 8.591828612E-04
 8.226136580E-04 7.882947337E-04 7.561888464E-04 7.262588279E-04 6.984677321E-04
 6.727794819E-04 6.491599284E-04 6.275775381E-04 6.080041217E-04 5.904163012E-04
 5.747970198E-04 5.611372179E-04 5.494399939E-04 5.397178426E-04 5.319841372E-04
 5.262422757E-04 5.224977503E-04 5.207671706E-04 5.210792685E-04 5.234761873E-04
 5.280160611E-04 5.347727107E-04 5.438358332E-04 5.553117524E-04 5.693149085E-04
 5.859521980E-04 6.053369487E-04 6.275994761E-04 6.528871981E-04 6.813606465E-04
 7.131900307E-04 7.485597680E-04 7.876714036E-04 8.307353578E-04 8.779362091E-04
 9.294280764E-04 9.853625220E-04 1.045893170E-03 1.111169608E-03 1.181330135E-03
 1.256503353E-03 1.336808627E-03 1.422355129E-03 1.513244264E-03 1.609568218E-03
 1.711403782E-03 1.818810861E-03 1.931845526E-03 2.050575960E-03 2.175064561E-03
 2.305358369E-03 2.441485413E-03 2.583446603E-03 2.731216839E-03 2.884747069E-03
 3.043970471E-03 3.208834572E-03 3.379308001E-03 3.555348637E-03 3.736896912E-03
 3.923877769E-03 4.116200206E-03 4.313757221E-03 4.516425736E-03 4.724072517E-03
 4.936567338E-03 5.153775460E-03 5.375549522E-03 5.601732209E-03 5.832168538E-03
 6.066704826E-03 6.305179652E-03 6.547421930E-03 6.793249357E-03 7.042467526E-03
 7.294871908E-03 7.550248725E-03 7.808377752E-03 8.069035944E-03 8.331993897E-03
 8.597014068E-03 8.863850513E-03 9.132245471E-03 9.401938509E-03 9.672745495E-03
 9.944622933E-03 1.021756571E-02 1.049156794E-02 1.076662839E-02 1.104275253E-02
 1.131995189E-02 1.159824398E-02 1.187765267E-02 1.215820813E-02 1.243994460E-02
 1.272289787E-02 1.300710836E-02 1.329262255E-02 1.357949073E-02 1.386776237E-02
 1.415748934E-02 1.444872872E-02 1.474154332E-02 1.503600230E-02 1.533218105E-02
 1.563016074E-02 1.593002746E-02 1.623186851E-02 1.653577204E-02 1.684183068E-02
 1.715014235E-02 1.746081077E-02 1.777394706E-02 1.808966747E-02 1.840805858E-02
 1.872912618E-02 1.905284297E-02 1.937918007E-02 1.970810867E-02 2.003959877E-02
 2.037361857E-02 2.071013490E-02 2.104911355E-02 2.139051936E-02 2.173431674E-02
 2.208046946E-02 2.242894032E-02 2.277969116E-02 2.313268310E-02 2.348787659E-02
 2.384523110E-02 2.420470519E-02 2.456625668E-02 2.492984282E-02 2.529541992E-02
 2.566294343E-02 2.603236959E-02 2.640365717E-02 2.677676529E-02 2.715165241E-02
 2.752827624E-02 2.790659373E-02 2.828656116E-02 2.866813416E-02 2.905126767E-02
 2.943591587E-02 2.982203211E-02 3.020956864E-02 3.059847945E-02 3.098873174E-02
 3.138030533E-02 3.177318219E-02 3.216734409E-02 3.256277275E-02 3.295944977E-02
 3.335735692E-02 3.375647629E-02 3.415679002E-02 3.455828003E-02 3.496092841E-02
 3.536471752E-02 3.576962994E-02 3.617564832E-02 3.658275553E-02 3.699093476E-02
 3.740016903E-02 3.781043981E-02 3.822172757E-02 3.863401284E-02 3.904727642E-02
 3.946149964E-02 3.987666439E-02 4.029275290E-02 4.070974744E-02 4.112762916E-02
 4.154637727E-02 4.196597059E-02 4.238638808E-02 4.280760873E-02 4.322961143E-02
 4.365237508E-02 4.407587864E-02 4.450010144E-02 4.492502366E-02 4.535062612E-02
 4.577688983E-02 4.620379590E-02 4.663132556E-02 4.705946084E-02 4.748818732E-02
 4.791749374E-02 4.834737043E-02 4.877780947E-02 4.920880370E-02 4.964034627E-02
 5.007243182E-02 5.050505819E-02 5.093822497E-02 5.137193231E-02 5.180618075E-02
 5.224097087E-02 5.267630346E-02 5.311217973E-02 5.354860145E-02 5.398557096E-02
 5.442309117E-02 5.486116555E-02 5.529979806E-02 5.573899320E-02 5.617875610E-02
 5.661909245E-02 5.706000851E-02 5.750151057E-02 5.794360328E-02 5.838629015E-02
 5.882957492E-02 5.927346184E-02 5.971795548E-02 6.016306071E-02 6.060878284E-02
 6.105512755E-02 6.150210072E-02 6.194970797E-02 6.239795501E-02 6.284684790E-02
 6.329639311E-02 6.374659735E-02 6.419746761E-02 6.464901127E-02 6.510123605E-02
 6.555414968E-02 6.600775950E-02 6.646207291E-02 6.691709775E-02 6.737284225E-02
 6.782931289E-02 6.828650942E-02 6.874442667E-02 6.920305901E-02 6.966240086E-02
 7.012244634E-02 7.058318954E-02 7.104462471E-02 7.150674578E-02 7.196954493E-02
 7.243301322E-02 7.289714161E-02 7.336192118E-02 7.382734321E-02 7.429339927E-02
 7.476008108E-02 7.522738043E-02 7.569528897E-02 7.616379754E-02 7.663289645E-02
 7.710257597E-02 7.757282641E-02 7.804363812E-02 7.851500155E-02 7.898690715E-02
 7.945934538E-02 7.993230693E-02 8.040578383E-02 8.087976937E-02 8.135425705E-02
 8.182924043E-02 8.230471311E-02 8.278066869E-02 8.325710081E-02 8.373400313E-02
 8.421136949E-02 8.468919486E-02 8.516747588E-02 8.564620966E-02 8.612539337E-02
 8.660502439E-02 8.708510082E-02 8.756562135E-02 8.804658487E-02 8.852799037E-02
 8.900983670E-02 8.949212193E-02 8.997484384E-02 9.045800031E-02 9.094158933E-02
 9.142560894E-02 9.191005720E-02 9.239493226E-02 9.288023239E-02 9.336595588E-02
 9.385210005E-02 9.433866127E-02 9.482563843E-02 9.531303626E-02 9.580086125E-02
 9.628911868E-02 9.677781280E-02 9.726694786E-02 9.775652827E-02 9.824655862E-02
 9.873704367E-02 9.922798837E-02 9.971939778E-02 1.002112771E-01 1.007036316E-01
 1.011964655E-01 1.016897833E-01 1.021835891E-01 1.026778875E-01 1.031726830E-01
 1.036679809E-01 1.041637865E-01 1.046601054E-01 1.051569432E-01 1.056543058E-01
 1.061522000E-01 1.066506326E-01 1.071496108E-01 1.076491418E-01 1.081492329E-01
 1.086498918E-01 1.091511263E-01 1.096529442E-01 1.101553535E-01 1.106583627E-01
 1.111619819E-01 1.116662218E-01 1.121710934E-01 1.126766077E-01 1.131827759E-01
 1.136896091E-01 1.141971186E-01 1.147053156E-01 1.152142117E-01 1.157238185E-01
 1.162341482E-01 1.167452137E-01 1.172570281E-01 1.177696042E-01 1.182829554E-01
 1.187970949E-01 1.193120362E-01 1.198277928E-01 1.203443783E-01 1.208618066E-01
 1.213800907E-01 1.218992423E-01 1.224192730E-01 1.229401943E-01 1.234620179E-01
 1.239847556E-01 1.245084195E-01 1.250330217E-01 1.255585744E-01 1.260850899E-01
 1.266125805E-01 1.271410565E-01 1.276705268E-01 1.282010000E-01 1.287324849E-01
 1.292649903E-01 1.297985253E-01 1.303330984E-01 1.308687119E-01 1.314053593E-01
 1.319430326E-01 1.324817235E-01 1.330214227E-01 1.335621202E-01 1.341038059E-01
 1.346464696E-01 1.351901011E-01 1.357346900E-01 1.362802256E-01 1.368266974E-01
 1.373740944E-01 1.379224059E-01 1.384716212E-01 1.390217296E-01 1.395727211E-01
 1.401245853E-01 1.406773122E-01 1.412308914E-01 1.417853126E-01 1.423405644E-01
 1.428966387E-01 1.434535508E-01 1.440111820E-01 1.555715741E-02 1.541451431E-02
 1.527208951E-02 1.512991580E-02 1.498798480E-02 1.484629548E-02 1.470484804E-02
 1.456364248E-02 1.442267882E-02 1.428195721E-02 1.414147794E-02 1.400124145E-02
 1.386124833E-02 1.372149931E-02 1.358199527E-02 1.344273724E-02 1.330372638E-02
 1.316496404E-02 1.302645169E-02 1.288819099E-02 1.275018368E-02 1.261243135E-02
 1.247493556E-02 1.233769797E-02 1.220072042E-02 1.206400493E-02 1.192755376E-02
 1.179136947E-02 1.165545248E-02 1.151979383E-02 1.138437559E-02 1.124917819E-02
 1.111418333E-02 1.097937357E-02 1.084473174E-02 1.071024104E-02 1.057588539E-02
 1.044164959E-02 1.030751930E-02 1.017348103E-02 1.003952218E-02 9.905631025E-03
 9.771796749E-03 9.638009432E-03 9.504260074E-03 9.370540595E-03 9.236843651E-03
 9.103162257E-03 8.969490000E-03 8.835821408E-03 8.702152033E-03 8.568478444E-03
 8.434798242E-03 8.301110094E-03 8.167413753E-03 8.033710037E-03 7.900000840E-03
 7.766289154E-03 7.632579010E-03 7.498875176E-03 7.365185106E-03 7.231527362E-03
 7.097934328E-03 6.964442439E-03 6.831087743E-03 6.697906231E-03 6.564934168E-03
 6.432207987E-03 6.299764216E-03 6.167639459E-03 6.035870444E-03 5.904494488E-03
 5.773550168E-03 5.643076700E-03 5.513113330E-03 5.383699265E-03 5.254873718E-03
 5.126676037E-03 4.999145923E-03 4.872323254E-03 4.746247874E-03 4.620959523E-03
 4.496497905E-03 4.372903936E-03 4.250221944E-03 4.128498012E-03 4.007777848E-03
 3.888105934E-03 3.769528594E-03 3.652111659E-03 3.535952045E-03 3.421153996E-03
 3.307816332E-03 3.196032547E-03 3.085891626E-03 2.977480589E-03 2.870888022E-03
 2.766200204E-03 2.663497738E-03 2.562855301E-03 2.464341877E-03 2.368021285E-03
 2.273952688E-03 2.182189840E-03 2.092780603E-03 2.005766828E-03 1.921185367E-03
 1.839072929E-03 1.759468053E-03 1.682404776E-03 1.607910093E-03 1.536004309E-03
 1.466701798E-03 1.400010952E-03 1.335928239E-03 1.274434107E-03 1.215501559E-03
 1.159100577E-03 1.105200860E-03 1.053776350E-03 1.004801557E-03 9.582477971E-04
 9.140832273E-04 8.722735504E-04 8.327829438E-04 7.955746853E-04 7.606110006E-04
 7.278533382E-04 6.972629167E-04 6.688010883E-04 6.424295453E-04 6.181112221E-04
 5.958112475E-04 5.754975991E-04 5.571420521E-04 5.407218608E-04 5.262210037E-04
 5.136328816E-04 5.029624607E-04 4.942215685E-04 4.874180426E-04 4.825525264E-04
 4.796322006E-04 4.786761643E-04 4.797160737E-04 4.827981866E-04 4.879850576E-04
 4.953549557E-04 5.050027828E-04 5.170382071E-04 5.315715942E-04 5.487091949E-04
 5.685695192E-04 5.912889107E-04 6.170197113E-04 6.459253028E-04 6.781805150E-04
 7.139760960E-04 7.535184613E-04 7.970112988E-04 8.446248063E-04 8.965141664E-04
 9.528360496E-04 1.013746841E-03 1.079395062E-03 1.149917941E-03 1.225443548E-03
 1.306090041E-03 1.391966052E-03 1.483172781E-03 1.579798974E-03 1.681916157E-03
 1.789583084E-03 1.902865577E-03 2.021834204E-03 2.146547402E-03 2.277046430E-03
 2.413349289E-03 2.555445811E-03 2.703301252E-03 2.856858138E-03 3.016054826E-03
 3.180856519E-03 3.351230996E-03 3.527129325E-03 3.708486305E-03 3.895220875E-03
 4.087235832E-03 4.284417562E-03 4.486638398E-03 4.693768449E-03 4.905678767E-03
 5.122230062E-03 5.343270637E-03 5.568645328E-03 5.798203574E-03 6.031789886E-03
 6.269239414E-03 6.510376895E-03 6.755014675E-03 7.002954162E-03 7.253987061E-03
 7.507897026E-03 7.764464093E-03 8.023463544E-03 8.284662790E-03 8.547820938E-03
