#psi, P, q
2.363281249999999722e-01 1.085105203000000074e+04 1.454807050999999962e+00
2.382812500000000000e-01 1.083441387000000032e+04 1.457150686000000084e+00
2.402343750000000000e-01 1.081770325000000048e+04 1.459505706000000069e+00
2.421875000000000278e-01 1.080091872999999941e+04 1.461872234999999964e+00
2.441406250000000000e-01 1.078405953000000045e+04 1.464250392999999928e+00
2.460937499999999722e-01 1.076712537999999950e+04 1.466640296000000010e+00
2.480468750000000278e-01 1.075011576000000059e+04 1.469042057000000012e+00
2.500000000000000000e-01 1.073302972000000045e+04 1.471455793999999928e+00
2.519531250000000000e-01 1.071586628999999994e+04 1.473881626000000056e+00
2.539062500000000000e-01 1.069862441000000035e+04 1.476319702999999928e+00
2.558593750000000000e-01 1.068130308999999943e+04 1.478770177999999991e+00
2.578125000000000000e-01 1.066390192000000025e+04 1.481233215000000047e+00
2.597656250000000000e-01 1.064642089999999916e+04 1.483708986999999979e+00
2.617187500000000000e-01 1.062885958000000028e+04 1.486197650000000037e+00
2.636718750000000000e-01 1.061121680000000015e+04 1.488699345999999979e+00
2.656250000000000000e-01 1.059349152999999933e+04 1.491214212999999900e+00
2.675781250000000000e-01 1.057568353000000025e+04 1.493742388999999893e+00
2.695312500000000000e-01 1.055779283000000032e+04 1.496284010999999969e+00
2.714843750000000000e-01 1.053981902000000082e+04 1.498839213999999975e+00
2.734375000000000000e-01 1.052176130000000012e+04 1.501408131999999895e+00
2.753906250000000000e-01 1.050361893000000055e+04 1.503990898000000076e+00
2.773437500000000000e-01 1.048539120999999977e+04 1.506587649999999945e+00
2.792968750000000000e-01 1.046707752000000073e+04 1.509198524000000097e+00
2.812500000000000000e-01 1.044867763000000014e+04 1.511823665999999955e+00
2.832031250000000000e-01 1.043019153999999980e+04 1.514463223999999997e+00
2.851562500000000000e-01 1.041161902000000009e+04 1.517117352999999946e+00
2.871093750000000000e-01 1.039295933999999943e+04 1.519786220999999937e+00
2.890625000000000000e-01 1.037421174000000065e+04 1.522469998999999907e+00
2.910156250000000000e-01 1.035537587999999960e+04 1.525168840000000081e+00
2.929687500000000000e-01 1.033645165000000088e+04 1.527882892999999909e+00
